Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Ethnicity,Highest education level completed,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
67363c58e469628f9d204711,67358127d2ddef8a950df734,APPROVED,Not Applicable,2024-11-14T18:07:25.390000Z,2024-11-14T18:18:27.028000Z,2024-11-14T18:18:27.968000Z,2024-11-14T18:18:27.987503Z,662.0,C1BTHULB,9,East Asian,Undergraduate degree (BA/BSc/other),21,Male,Asian,United States,United States,Vietnam,English,Yes,Part-Time
67363ca8e469628f9d20471e,6725282262a7213ca208c9df,APPROVED,Not Applicable,2024-11-14T18:08:47.364000Z,2024-11-14T18:27:58.223000Z,2024-11-14T18:30:49.901000Z,2024-11-14T18:28:34.992988Z,1151.0,C1BTHULB,3,Black/African American,Undergraduate degree (BA/BSc/other),25,Female,Black,Ghana,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
67363cc73466be469e0baaf6,63368a7379eb43fa2105d971,APPROVED,Not Applicable,2024-11-14T18:09:18.174000Z,2024-11-14T18:21:42.659000Z,2024-11-14T18:21:43.776000Z,2024-11-14T18:21:43.505429Z,745.0,C1BTHULB,4841,White,Technical/community college,40,Male,White,United States,United States,United States,English,No,Full-Time
67363cf14d16c3825e9ae6ce,63614a46bd1e8547e0a8b8ba,APPROVED,Not Applicable,2024-11-14T18:10:00.107000Z,2024-11-14T18:28:06.438000Z,2024-11-14T18:29:52.245000Z,2024-11-14T18:28:39.377487Z,1087.0,C1BTHULB,1771,White,High school diploma/A-levels,33,Male,White,United States,United States,United States,English,No,Full-Time
67363d1811b97af27015d562,673350bbb92b09a7fbbb2f3f,APPROVED,Not Applicable,2024-11-14T18:10:54.054000Z,2024-11-14T18:52:33.443000Z,2024-11-14T18:52:43.502000Z,2024-11-14T18:52:35.356845Z,2500.0,C1BTHULB,0,White,Graduate degree (MA/MSc/MPhil/other),34,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
67363d3034d6b203edac3db2,66fc12c9f1dfb65972597a3f,APPROVED,Not Applicable,2024-11-14T18:11:53.334000Z,2024-11-14T18:25:52.241000Z,2024-11-14T18:28:33.705000Z,2024-11-14T18:27:15.437980Z,839.0,C1BTHULB,133,Latino/Hispanic,Undergraduate degree (BA/BSc/other),29,Female,White,United States,United States,Cuba,Spanish,Yes,Full-Time
67363d3751deb419719517eb,67354657253f396591767b63,APPROVED,Not Applicable,2024-11-14T18:11:16.256000Z,2024-11-14T18:31:09.415000Z,2024-11-14T18:31:10.465000Z,2024-11-14T18:31:36.635124Z,1194.0,C1BTHULB,16,White,Undergraduate degree (BA/BSc/other),24,Male,White,United States,United States,United States,English,No,Full-Time
67363d38a37edd74979b6169,65957fe9e5da382be7bf68df,APPROVED,Not Applicable,2024-11-14T18:11:10.595000Z,2024-11-14T18:22:48.306000Z,2024-11-14T18:22:49.688000Z,2024-11-14T18:22:49.080303Z,698.0,C1BTHULB,196,South East Asian,Undergraduate degree (BA/BSc/other),29,Female,Asian,United States,United States,United States,English,No,DATA_EXPIRED
67363d4f09fcd6f0ce8450a8,6646448ac83b162ea65a4fff,APPROVED,Not Applicable,2024-11-14T18:11:33.494000Z,2024-11-14T18:25:53.090000Z,2024-11-14T18:29:48.586000Z,2024-11-14T18:27:15.833612Z,860.0,C1BTHULB,460,White,Graduate degree (MA/MSc/MPhil/other),29,Female,White,United States,United States,United States,English,No,Full-Time
67363d630761bfb51960139e,671c1279b3833d369b3a5531,APPROVED,Not Applicable,2024-11-14T18:12:06.960000Z,2024-11-14T18:41:57.243000Z,2024-11-14T18:41:58.395000Z,2024-11-14T18:42:30.799318Z,1791.0,C1BTHULB,0,Black/African American,Undergraduate degree (BA/BSc/other),29,Male,Black,Ghana,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
67363d76fd927f0bcc845d83,67357e87a8bbd1bf5737b12f,APPROVED,Not Applicable,2024-11-14T18:12:14.467000Z,2024-11-14T18:26:53Z,2024-11-14T18:29:13.162000Z,2024-11-14T18:27:58.496039Z,879.0,C1BTHULB,11,White,Doctorate degree (PhD/other),40,Female,White,United States,United States,United States,English,No,Part-Time
67363df258d4b7bae77b5b2d,67337ca58aad7d9595168322,APPROVED,Not Applicable,2024-11-14T18:14:21.834000Z,2024-11-14T18:31:43.785000Z,2024-11-14T18:31:51.475000Z,2024-11-14T18:32:16.372885Z,1042.0,C1BTHULB,18,Black/African American,Graduate degree (MA/MSc/MPhil/other),37,Male,Black,United States,United States,United States,English,Yes,Part-Time
67363e0885681fed223ac269,55d3586fda14d7000e9531d9,APPROVED,Not Applicable,2024-11-14T18:14:45.914000Z,2024-11-14T18:27:52.282000Z,2024-11-14T18:29:44.243000Z,2024-11-14T18:28:31.749998Z,787.0,C1BTHULB,2648,White,Undergraduate degree (BA/BSc/other),33,Female,White,United States,United States,United States,English,DATA_EXPIRED,Part-Time
67363e3917578e7e0ac8a9eb,66f2afde336a7132150eabe6,APPROVED,Not Applicable,2024-11-14T18:15:29.272000Z,2024-11-14T18:24:18.597000Z,2024-11-14T18:25:38.495000Z,2024-11-14T18:24:52.883594Z,530.0,C1BTHULB,85,White,Technical/community college,31,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
67363e3ed23cf0106832b88d,63ed36862c7f66f95ab44d1b,APPROVED,Not Applicable,2024-11-14T18:15:33.086000Z,2024-11-14T18:24:25.092000Z,2024-11-14T18:25:55.439000Z,2024-11-14T18:25:13.807800Z,533.0,C1BTHULB,317,Mixed,High school diploma/A-levels,42,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
67363e5cc96d233e91e91f06,6732fe93f2e4c4706cc58ec0,APPROVED,Not Applicable,2024-11-14T18:16:07.182000Z,2024-11-14T18:41:58.708000Z,2024-11-14T18:41:59.729000Z,2024-11-14T18:42:34.158552Z,1552.0,C1BTHULB,1,White,Graduate degree (MA/MSc/MPhil/other),33,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
67363e601ed0b36a282bddf9,60871d664054c52f5b2741ae,APPROVED,Not Applicable,2024-11-14T18:16:06.241000Z,2024-11-14T18:23:42.649000Z,2024-11-14T18:23:44.894000Z,2024-11-14T18:23:43.573104Z,457.0,C1BTHULB,1716,White,Undergraduate degree (BA/BSc/other),52,Female,White,United States,United States,United States,English,No,Full-Time
