ID,#
63d2fe57eea8cacc91a44fdd,2.0
65508fa67c2c79516f083504,1.84
649d83ecc7c342335f80496e,2.0
5e8cab7ee76c7204ccc2eb24,2.0
5f4581ccdbb07c189c15702c,2.0
5c5c5313a3e64300012b5042,1.96
5b33034d975e260001e981c9,0.0
65af1cd44ec9136d74dc6c19,0.0
666cf5a1910d898a3ee3bb73,2.0
60c8fdfd2a1d18de5c17bfcb,0.0
59c2cd09754a19000111c9f3,2.0
66343f7910c04370761ae595,2.0
65f5f8674de9e42bafa060ff,1.98
665e299ae07116340f552257,2.0
6631babde33da0025fc9c329,1.92
62ab399e15b98baaf3099d60,2.0
5ffe7f10255d0c53510370bb,0.0
61117ea669dc2baba8b078c6,2.0
66523b8c5e437336893ddbc5,1.94
6567e5ab716b73eaff1ff2a6,2.0
6678af8d6cf6a2c7fd356771,10.0
65779c4bde34621ce896b77d,0.0
5c088a0b66706a0001048ca6,2.0
6643e03b662725412dc25b8e,0.0
66b292dbd488481b03beb3f7,0.0
6618b5800be90e3b4abbc70d,0.0
666dac30bb422b3ca6af02f8,2.0
66abad4419dd4212c375366c,2.0
66c42da12cca15dd8d446e9a,0.0
66709d5de1ed04d2139acb78,2.0
61088f1ee7c47da77940844a,2.0
668e256e72fec0873be580cd,9.0
5c52016a3146f80001d47b26,2.0
66788269add67a4a8e717ce2,0.0
65ae191c57e63be257b9df91,1.98
5efc8ca828b0ee031d8e7148,1.98
66b377b54a0306cb5d379eca,0.0
665a968a895ff62a86e127da,2.0
66eb0b3b306ab6b9b6b8bf42,2.0
66ab741a8d04527401802317,0.0
63ae111b15843aca0165d6ae,1.6
5ee6d6e22472a0463a271bd8,2.0
66f0d6a609c4c8c4a144d915,2.0
6013771e88f6992532013e14,2.0
6658bba1a51a037d25bb677e,2.0
6111d9b2a1cae8c593eb0c52,2.0
664263b2dd12bcf328f62c8a,1.98
662d3c40ac0b380cbf3d9cfd,0.0
66ef465b7cd1704ec292e384,0.0
66c4e66928ea45d6fe845fdb,1.8
65c113ea875215ba3406a943,2.0
661c27545897e4caee79632e,2.0
632cc94de6cf897beaa87e13,2.0
66f0834cfafc555056a7818a,0.0
6604a9d94d79dc2edd913cdc,2.0
589fa5e2a7d4580001042e86,0.0
5d460ce9ba790b0001dd488c,0.0
60955a048531613c66404fb2,2.0
6107c50be2e5dbf6274d4657,1.98
62029b83ef1cb18a1337c854,1.8
65c10efe2d3b8e53c08ce7fd,0.0
65aa019ab320353c4c4ca682,0.0
60a460091dc9fd0814c2a561,2.0
66f091e2be9a6301cd4ec51c,2.0
66ab8a47cca30675e4ea0847,0.0
665cdb3c64874f137f328314,2.0
667c554796c7fc3eefb6c4cf,0.0
6639768649728b5b7fb8bfaf,0.0
66e869441ac326a3a210a1c8,8.0
664e072b7bdd8d485870a572,0.0
65cbaff16fb0903f2332d3a0,1.98
60fdc934e81b93f92f561d76,1.4
66699cf8f21e06aaf88dda41,1.98
66467574dad014b033fa664c,0.0
657f9ecdc7afa8708864c59b,2.0
65625c96b7c75898d14760ba,0.0
5ec4b10f7e31c83a4d915cf6,1.94
6650da43a82f01840447bcbe,2.0
6400dc073892deb3d98c8232,2.0
663bed1750f26c425d62f57e,1.98
6115a8dde68c2fd93db65dfd,1.98
63ced96b01986b01ef133497,2.0
5e4817a6e98da32bd77e901e,0.0
65dffbcc9f615a8920ede722,0.0
6078b4ad9006e4f6572dde97,2.0
6625c1592599fcc4ab441841,0.0
6537fbfa80bf977dd6954d58,0.0
663eb327f5dc7af6ccc1bd44,0.0
6670297f1e47e468c3605ef4,2.0
60e36d56350e661cf50f2c7e,0.0
5e59feea5bb31220840c12c6,0.0
6685abbd83e060274844e7f2,2.0
64056843d93dab3b9c4de01e,2.0
5e7908b92d882b4b6d8fa8e1,0.0
65eb4bf83cd8843ed9896ba3,2.0
64f6611aac44a3499e6c108e,1.98
614fca8245a450546842e487,0.0
665f83f0981e75cd14707ae8,1.98
6637ab1c83f2d63a3762300c,2.0
66e9f4f876ee6145aa2aebf6,1.96
65f29ea693beb1fccff50fad,6.0
5eb087ed7f6d1e1232690d6a,2.0
66ef990f3df757c9cf954086,1.94
66aef94290666eb4db449ee1,2.0
5d29346269a747001acdb205,2.0
667b0420c685160b2149dda5,2.0
65ddb419cd6dd91fdbe6dbdc,2.0
62b5da77688feb883eba275d,2.0
636189bb9d588dc0995920fb,0.0
5e29cddff4a305034a1c6cd9,0.0
5c31870d8a20f50001ea9dfa,0.0
60f88d339e8a4df4bf25f8b0,2.0
603bef3bffe72f8b0a6b55c4,0.0
63d404f4eaf69448ef9e09e6,0.0
66afd96897e64ee0134b5410,0.0
6637c22416833cde27f2923e,1.6
5cc93ce7627fc30013fc22aa,2.0
5b8e9747a862a6000120a050,0.0
6333103245619932bba4c8f6,1.94
663a5d8c26ac1b80fcf2d470,2.0
62828045bb88107013fe7d54,2.0
669ecc103e43370cd5ace699,3.0
63d801854282422363c75788,0.0
65e1e9b9ab7f9020af604e7e,2.0
62c61d523167ae5eafc98e6c,2.0
66b6a52e254b0021e8e40794,2.0
5e25c1a57d6cd1000cf870b8,0.0
60e6856894db4b6b78770a18,2.0
66342261ab8b47a617469842,0.0
60fd16fa5143ab9c95b7b861,0.0
66577b8c804307020201a131,0.0
6698562e44e4613d7e01dd9f,2.0
662fe2cc375d0c558f74a8fb,0.0
668103f42ae80cacff1527dd,1.98
6633b3601c5582711fb31d46,0.0
60fee8accc3a1247684fbe16,2.0
5f1dc8e9a351ad07a95854c1,2.0
66ea69f3fac126df64c9e68e,0.0
6413a350a3150081eeb69d44,1.88
66d29cb6bb6dc859c3baa700,0.0
597b81f3de42bf000181db0b,0.0
5b14b4babd9c31000156ebc4,1.98
66ee356a99ee2ee7e550eca4,2.0
6286b299b72d9737157f9a66,9.0
66eddcfe67e927db6f0a4768,0.0
607802b6d705eba12dcc4413,8.0
66db03ab939bf8d44a2d9d47,2.0
66be5fde262694b5262482b1,0.0
66916c1e28a72d1606cde8fc,2.0
6101ca2b4ef4ff44381fe3cd,10.0
66ecaa233c613f3f5485c8b5,0.0
66f05ae0f2658a66284b4080,2.0
5beb793eba0615000114f122,1.98
63a3375101319bb7cb39f654,1.6
6697c78c699e877fa8fbca1e,0.0
5fd63cb585f88c4eb1933661,0.0
6632db44fb8a50fd9d4a9a69,0.0
66512fcae6ee0568b12cde76,0.0
660779281d584e61ffe76c03,2.0
611ab91a00baa062f55b86d8,2.0
5f1b0abbb84a5207673cb637,0.0
5fc8a956800c80232e0b7a32,0.0
612e7ef85edba8d26ef96c99,2.0
66a7d687c183d5d810af5a9d,0.0
664b7fd7a0d2bb7f8a60c81c,0.0
65d69e1a627a85cbe8696c6d,0.0
5dd48040a71de846ce2dbff3,2.0
66548cf3c4c63418286fc428,2.0
5d67476c0ca617001699fe7a,1.98
66ece0ee194d5ad163eafef3,0.0
665e6483ae85fff2d68c99c1,2.0
66bfe0399234dfb60f062a44,2.0
