ID,#
67acab4438884c095874c5a8,0
607e0606cdc6ca6d24343932,1.9
657b13119af722654ad05679,2
5a7e2829000dab00018c6081,0
663f24ed23e0359c4d0ba28b,2
647652cb5644044df439e1fb,0
5fc1e71eff237c1f8708ef5a,1.6
673d25851173193daa4771ca,0
5d474d1fab2d280015bb0110,2
673cff9ac211051fd40a2c36,2
6716f4eb2129b8fac0ca5df9,2
671acb9f5ff5180a6a5dceb3,10
5edf2043d53fce1c797d9f5d,7
66c13ab381431123d64a681f,0
67658a37265a0fe50fee083e,0
671164bf955000afe7f1b681,2
672d025f410f6942b1524e97,2
63616dc91955f5390f55d39b,0
6658b487ee74fc67e629df2c,0
65d8e72260facc4cfd7be141,2.0
671aa38dd09c66a4c08586d5,1.96
66d84e02c99eb8bbe8a3eb70,2.0
67acb019909044b8385e5879,1.98
60493e65aba91587246602a2,2.0
66d3cd7f9d78bdbee8f1053c,2
669d70875bed73f3e2ce81de,2
649b3ba0c563aa2593be04d7,2.0
5cd10012174fc60016c10ffd,1.8
660c9fe7b2e6bf22bcc608b1,8
67616d8e6f724ea73d21b44d,0
662fc34ba5a75802044a1f81,2.0
65b815c60e980bdc150c964b,0
5a21b5afd5510b0001977f1e,2.0
62df7fc27c9e824a7a774103,2.0
663171ab19ea2540eadfaadf,1.6
60bfd281d3caa11b1cbc27ad,0
66b66a093af457af36097219,0
666786e72031dd6ccf364b5b,0
60ce5270f1695ea416c25fc3,0
662e78f04fac8f09690ef409,1.8
5ee68971dde4ef4056079287,0
666f9b23519a8d810a4c5b8a,1.6
65b523496184c72bb4450dd3,2
623537f22ffeb94d58da7a10,0
67242ff1ff3ad3381947dae2,1.98
67392b7ab26d5900008e64b9,1.8
5d40da980af3a7001a3ee980,0
5ee6be54321536000905346a,2
66a0fd20a0cc806dd6cd8e82,2
6507910a65e6208a9bc07908,0
6700b339b53f86e4335c2d22,1.8
5ef459442f85d701235bf29e,8
6655f99ef74e844cb8404cfa,6
66b52c90e6b2322165c75f2f,1.8
59d0acd619d3170001b1d654,2
66904c8f84f641d0432137e2,2
62865cb9d41a9e2aaf141c84,0
664c9f50386e6d97c7dd642f,1.94
615f7e73c786c379ed1a06c7,0
670e94aed6adc76de581775a,2.0
6735456e8034ea7e61eac785,2
666d9f2a367d424d6de2c994,0
603862f99e00971c55fe0874,1.86
65de3f6558e2556c9250e39e,0
66541402baeab50a7ef62b24,0
65d8f6828f8bac48599ad880,2
63fa78f21e485a372c6528fa,2.0
5be8d4af25507300010dd4e4,2.0
668ee52b567962714864dbf6,2
660f099f1453895752656b26,2
66c094144b460dacc828e656,2.0
5adbc172e0feeb0001ca97ed,0
671865ac3a94e9d478286704,10
5f63a30a09bd340c84c6688d,0
63b724532ff8f6701c3fd84c,2.0
6788402da6c55d9dd238844f,0
6612fe43da966114e65215b6,0
66316ac602a513e2e74d5bdc,0
6647e35a6fd9fa329d3dd13d,8
65070a198512d5e5355f8281,2.0
5904f5ca56cdc40001bc5629,1.94
663d1309389a0851c125d533,0
5ee93810c5c13215484b8336,1.92
647a83a04c8d2f49c0315d78,2.0
6785bda1adcf1ffc11118f8b,0
568c67547374ad000cc7448c,2.0
5a4f2098efd8df000150f6f5,2.0
67b787bf89834d38bd767a57,0
661426c6e03c5d3abd69e1db,0
65f0f53fc90e2366538c6ee3,0
654673a478fa48783a0ad5bc,2.0
62fcffbc11c3ca6d273448b1,2
662e86c0ca96b47a056ccd7b,2.0
62e1ede63f23cc2eb6170242,0
6704334ef187df81b8e245e5,2.0
5b55eeb26a1fa9000103b417,0
674d63d07077fd1293899615,2.0
66aa5f875e073b2ff9868c6b,1.4
606be651a89a7baf6141e8b9,2
676379302839a2e46a4d6de5,2.0
66b7d8f1b8226e65dab2d674,1.96
66293e1a129d3f87aa344b26,0
5d28e765ebdfd5000127cfdb,2.0
6703dfc4ad5997b1fef3dd71,2
674e00e2603903212864189b,0
66854dba287fdc346be76462,0
5d391bc980ccd20018ac4006,2
5a9c44d2f05361000172055b,0
5f4d5dcac7c1d116643efed3,0
677fd09ce5d952ab05b2c304,1.98
645396c0550cfd6559004c7e,2.0
655f8b959477c803eb906622,2.0
659b022a91e97f5662907a19,2
66cb66d0d697092a732e6a86,1.8
5c8e72856243bb0001dcdea2,0
5bb4d7270c8de800012a9dbf,0
5df2be706e8aab1d1eb46feb,10
6630c32c655e37e8b8d59960,2.0
671a5b360bf8a1c64ef3f4d9,0
654801d7edc99624b1884ce3,2
5cad01a91bf1840018cfabc5,1.96
67ad344193ea61fa1a397889,2.0
57d02ffb596f5d0001df741f,2.0
65d5a83a5201759c010e1817,0
677c3e75394b977738ddc32d,5
66e32820161dbc2134712ee7,0
6748a63d679deb8bd2e9cafb,2
5a82032017ef350001706e9a,2.0
5e9ffe3988f78b1b0710eff6,2
559ecce6fdf99b16653fb880,0
67105a872efb255dac1f775c,2
66c7e44e327c32a60a4dda61,0
65f366dfcb46b71238e9418d,10
61041fc93ff9b89a9d7c47cc,0
66e200885d76e1646cce21d7,0
641a604be613385009dd72db,2
63d40052d6042c20ba2ce649,0
66a292cd2a826dbe7e1d79ab,1.8
6785e46bcfbaf1e80151b70e,0
5aee59100ccc2e000185937c,2.0
66d89e4ec5f4a47cac72d0d0,1.94
5bec5b873ffbad0001e8b968,0
633af05da0499598ca6a9834,0
67630f751df95f8fb373e275,0
67acfb68c3860389b0c4db4b,1.98
66fc39329c32ceedaea614b0,1.8
63d96d5957cdd8a417721253,0
62fcf3d9948e4a6a9623cce8,2
65cb8d8e365ee8773f61e8e8,2.0
639a21660463f7343d9cee2b,0
5a4ff86beedc32000141f232,2.0
5b0df5bde9270900013bdf7f,0
6716978fa0744303fb9b1a53,0
57b359fb869234000179f236,5
576ad50bc8a90000010d99c8,4
668413a08646887a6e57bd48,0
581ed572115ee9000179b44d,3
663e40cb2b99c777c91d0827,2
644168ef5feb0150d6d4b3c3,1.94
6684bbcfad6facc374fd6523,0
63fd545c9e693441916712ff,2
671862677002ebe247a450d4,2
5ecc6fb87c7c7646490f3cf8,2.0
632a1ae0d2c0c28e680e9c5a,0
5f2dfc9bcae87215c17d34d4,2
65d5a83a5201759c010e1817,2.0
66558897b80ff7608a7b0a08,1.94
67880d8b8375161de73f3ff0,2
678006318afafe2d811d0277,7
641ec1a9d9fe8a0941e39862,2
60fe58dabcac84f95b003aa0,1.98
5d30cabd5124970019cb706c,2.0
5e52d0122f5f952f2a7b6b28,2
6787ead695a83451ae1abf51,2
66469ef793a8127e49ca1992,0
6629412a422a92279cab485e,2.0
611bed11fa6a3b35c9226c29,9
677f45994f666dd870c5a5b7,2
67b61e207946ebb22db5d282,2.0
5815369b94ecc900010b014e,2.0
66d11cef1c98e8d3687a50a8,0
674b68c7cd96778f0b2b4314,2
6732d7e668e0e0b1e4d10cbd,0
6668ded39ec8cf407851fbce,0
676f28a680afa9fe2cf06ac0,2
670692b29cd73b506df2f3dc,2
64345bf16b9a2e046128887f,0
67781b8a215a48953cc6af12,1.8
62b077136224952ffd679d48,1.98
5deb3ffdf375c625fa83bac7,10
678e7fc78628897e2a92bd42,2
67048c644ae2740b0d23f015,1.6
659dfd474f0722a934e3f8d8,1.8
6608a08d68e3a1502d4c8d58,0
655d867ce204d4f63c3533df,2
63e576170eb086a90644efb4,2
5a9ab4944eecca0001dd806a,2.0
63e5fca99d84c2b8004e82df,2.0
5aeba5b323fdd50001d0a155,2.0
62df0a2b7302265dcb0b7c58,2
61004e962509f21ce295df3d,2
5f4dde95f271beab75bd9d52,6
67143ebf798808e031872711,5
636261a282f90a4b0998fe5c,0
63ed77eac8a7bca85453fa80,1.8
666e00ae0d67eb9e9dcd755e,0
633f5252efab6885fedfad7d,0
60e5d47e17c05633eef565e3,0
5efd018b8c837e13097c0cbf,0
5e90b7d2dc69fd3de27660f3,0
67414d7323258c912a5a9080,1.96
6643dfacb8ceab2254ffe032,0
62f4904296e62ae6c19127d4,0
63af5c586c05eee8c3d03730,0
63f78d9a7a3d118594efff74,0
5e6c057dbc9dab1ba2c5bac4,0
6774e29d35bfe170ef2d81f4,2.0
5e4f1498f5442136deff0d6e,0
611830fe665c7b68723910b3,2
67b638def54b0efbedb25462,1.4
63d77a647dbf6c0c53b0d375,2
67a926500aa476ab292e59a2,0
597f662f89542d0001517d78,2.0
656c1adbdb298e7230d7b396,1.98
6679bd4fb5b9e65d18153edb,2.0
5bcbde9d08a62c0001f86bd0,2.0
66eb8f1bb2f36d46387aa1b2,0
5b05e0d131cebe000177c38e,0
65eab94c2e93163efc291e8c,1.98
665e680164927b18554b66ec,0
5b05e0d131cebe000177c38e,2
66c8ac7da0e6e729c2c90d2d,4
652d616c13aa00700bfdce1e,0
66b75d263e993100952a197e,2.0
5d30790f326b0f0017a2a828,2
5e79340b6d9a624e3f39586d,2
571bdf806b0894001262df5b,2
627986ad0b4e17430bd23d80,0
67335ac03cc5d5cf13c0ae4b,2
62e174454a461d00781acfe1,2.0
669a92a04b3c1065d6548062,1.9
66d981a72dee743557188f95,2.0
6526e6db8f0e2069023a4ba4,1.94
662ad9c7673f1b65868e47de,1.98
673b5242cd8343023316ee4e,0
5a21f3731a1ad3000138f901,2
665de165057136a924eda46a,2.0
653bdfd30e0f1ce72623a6b6,1.8
65f4de464a8635751f0c14f2,2
66439c3bab98bb0158f84946,2
5fd0ef1dbfdf0801f669f642,2
677827d4ae4731d43ad6c64b,0
62fc68b4f44b013950b67b11,2.0
6630ec1ebe18d48a3cecb54e,9
611e6cebefce9efe7cef106e,0
59a32fe4bfd73c00010ea43d,2.0
5c0e9691a2f251000137ead2,2
6110a371c00388d587922ff1,1.4
6746319f1aea9020c91d4f4d,0
63e55887d67a5c7e32a678fa,0
5589a309fdf99b7ae5007c33,0
60bfd72cbf383d740b0d9b00,0
59a6d98590dec70001731889,2
678e27dc56184eb3ca82fd48,2
632b9d9bc38454f47019295c,9
67421e5c304fac818596d7f0,2
663a245615539171d9a3611a,1.94
6656525d91de4ff22fe48813,1.96
